ProductId,Gender,Item-type,Itemcategory,ProductType,Colour,Pattern,Material,Brand,Usage,substyle,specific-style,ProductTitle,Image,ImageURL
49601,Women,Footwear,Sandal,Sandals,Brown,Unknown,Leather,Decathlon,Casual,Everyday,Basic,Decathlon Brown Sandals,,http://assets.myntassets.com/v1/images/style/properties/49937b4de08c091443f333c9627b1acc_images.jpg
24633,Women,Footwear,Sandal,Sandals,Pink,Polka Dot,Unknown,Disney,Casual,Everyday,Basic,Disney Pink Sandals,,http://assets.myntassets.com/v1/images/style/properties/33924b87c12a1b72deb3c8297cf9a72d_images.jpg
33151,Women,Apparel,Topwear,Blazers,Off White,Unknown,Cotton,Fabindia,Casual,Everyday,Basic,Fabindia Off White Tshirt,,http://assets.myntassets.com/v1/images/style/properties/ca67b9192c78f27f924e325d32bbf50d_images.jpg
12961,Men,Footwear,Sandal,Sandals,Red,Solid,Leather,FILA,Casual,Everyday,Basic,FILA Red Sandals,,http://assets.myntassets.com/v1/images/style/properties/cd86abdee8834de4aa0447b73cdcdd0c_images.jpg
12904,Men,Footwear,Flip Flops,Flip Flops,Red,Unknown,Unknown,Fila,Casual,Everyday,Basic,Fila Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/327593510d3b633066ceacf188df73ba_images.jpg
33146,Men,Apparel,Bottomwear,Shorts,Blue,Solid,Denim,Ganuchi,Casual,Everyday,Basic,Ganuchi Blue Shorts,,http://assets.myntassets.com/v1/images/style/properties/5e4e78593c924109d65978ca09ca44fe_images.jpg
23676,Men,Footwear,Sandal,Sandals,Black,Polka Dot,Leather,Gliders,Casual,Everyday,Basic,Gliders Black Sandals,,http://assets.myntassets.com/v1/images/style/properties/fbee867387ae6f303458cb86a7e46fa5_images.jpg
43935,Women,Footwear,Sandal,Sandals,Off White,Solid,Leather,Hannah,Casual,Everyday,Basic,Hannah Off White Sandals,,http://assets.myntassets.com/v1/images/style/properties/6c5b3ea71c4b1365df13de7320626602_images.jpg
46584,Women,Footwear,Sandal,Sandals,Off White,Solid,Leather,ID,Casual,Everyday,Basic,ID Off White Sandals,,http://assets.myntassets.com/v1/images/style/properties/f9cd868eaeebaccefeab4d9e35fa3706_images.jpg
30250,Men,Footwear,Sandal,Sandals,Red,Solid,Unknown,Inc,Casual,Everyday,Basic,Inc Red Sandals,,http://assets.myntassets.com/v1/images/style/properties/ee0e918c229e76e0e7e61712e9d2ecb3_images.jpg
38999,Men,Apparel,Topwear,Blazers,Red,Solid,Cotton,Jockey,Casual,Everyday,Basic,Jockey Red Shirt,,http://assets.myntassets.com/v1/images/style/properties/553b3cec5a88fbef0ee6833ebb7108df_images.jpg
38283,Men,Apparel,Topwear,Blazers,Green,Unknown,Cotton,Kappa,Casual,Everyday,Basic,Kappa Green Tshirt,,http://assets.myntassets.com/v1/images/style/properties/2800c8f9f63c160ac3c78fdb91e22f77_images.jpg
46831,Men,Apparel,Topwear,Blazers,Red,Plaid,Cotton,Lacoste,Casual,Everyday,Basic,Lacoste Red Shirt,,http://assets.myntassets.com/v1/images/style/properties/943d9b272c042d8b06ee6b1d277de5be_images.jpg
36442,Men,Footwear,Flip Flops,Flip Flops,Red,Solid,Unknown,Marks & Spencer,Casual,Everyday,Basic,Marks & Spencer Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/cd2866856f1acb4f49239ab4ea2689ef_images.jpg
50724,Women,Apparel,Dress,Dresses,Red,Solid,Denim,Mufti,Casual,Everyday,Basic,Mufti Red Dress,,http://assets.myntassets.com/v1/images/style/properties/8f184224331047aa5fc5b0041b04dc53_images.jpg
47624,Women,Footwear,Sandal,Sandals,Brown,Floral,Leather,Pepe Jeans,Casual,Everyday,Basic,Pepe Jeans Brown Sandals,,http://assets.myntassets.com/v1/images/style/properties/fa28030435da2e60179f7ffe5b40f5d9_images.jpg
8360,Women,Apparel,Topwear,Blazers,Yellow,Unknown,Cotton,Peter England,Casual,Everyday,Basic,Peter England Yellow Tshirt,,http://assets.myntassets.com/v1/images/style/properties/36402d27d97e01bed7d4dd4507581d36_images.jpg
